,Parabacteroides distasonis ATCC 8503_0.01.pkl,Bifidobacterium longum strain DSM 20219_0.01.pkl,Ruminococcus gnavus ATCC 29149_0.01.pkl
B. longum subsp. longum_gapfilled_54,,"{'EX_cpd00224_e': 0.009444112506626568, 'EX_cpd00027_e': 0.009444112507445918, 'EX_cpd01171_e': 0.009444112507918493, 'EX_cpd00154_e': 0.009444112507918493, 'EX_cpd00309_e': 0.009444112506754872, 'EX_cpd00108_e': 0.009444112506754872, 'EX_cpd00039_e': 0.009444112506754872, 'EX_cpd00011_e': 0.009444112506754872, 'EX_cpd00322_e': 0.009444112506754872, 'EX_cpd00111_e': 0.009444112506754872, 'EX_cpd00028_e': 0.009444112506754872, 'EX_cpd00066_e': 0.009444112506754872, 'EX_cpd01188_e': 0.009444112506754872, 'EX_cpd00357_e': 0.009444112506811455, 'EX_cpd00136_e': 0.009444112506754872, 'EX_cpd03847_e': 0.009444112506754872, 'EX_cpd01080_e': 0.009444112506754872, 'EX_cpd00010_e': 0.009444112506754872, 'EX_cpd00264_e': 0.009444112506754872, 'EX_cpd11606_e': 0.009444112506754872, 'EX_cpd00069_e': 0.009444112506754872, 'EX_cpd00060_e': 0.009444112506754872, 'EX_cpd00305_e': 0.009444112506754872, 'EX_cpd00129_e': 0.009444112506754872}",
B. longum subsp. longum_gapfilled_55,,"{'EX_cpd00224_e': 0.00912966875497941, 'EX_cpd00027_e': 0.009129668754833106, 'EX_cpd01171_e': 0.009129668754908305, 'EX_cpd00154_e': 0.009129668754908305, 'EX_cpd00309_e': 0.009129668754917369, 'EX_cpd00108_e': 0.009129668754908305, 'EX_cpd00039_e': 0.009129668754908305, 'EX_cpd00011_e': 0.009129668754908305, 'EX_cpd00322_e': 0.009129668754908305, 'EX_cpd00111_e': 0.009129668754908305, 'EX_cpd00028_e': 0.009129668754908305, 'EX_cpd00066_e': 0.009129668754908305, 'EX_cpd01188_e': 0.009129668754908305, 'EX_cpd00357_e': 0.00912966875491364, 'EX_cpd00136_e': 0.009129668754908305, 'EX_cpd03847_e': 0.009129668754908305, 'EX_cpd01080_e': 0.009129668754908305, 'EX_cpd00010_e': 0.009129668754908305, 'EX_cpd00264_e': 0.009129668754908305, 'EX_cpd11606_e': 0.009129668754908305, 'EX_cpd00069_e': 0.009129668754908305, 'EX_cpd00060_e': 0.009129668754908305, 'EX_cpd00305_e': 0.009129668754908305, 'EX_cpd00129_e': 0.009129668754908305}",
B. longum subsp. longum_gapfilled_56,,"{'EX_cpd00224_e': 0.009109108920326858, 'EX_cpd00027_e': 0.009109108920343157, 'EX_cpd01171_e': 0.009109108920326858, 'EX_cpd00154_e': 0.009109108920326858, 'EX_cpd00309_e': 0.009109108920326858, 'EX_cpd00108_e': 0.009109108920326858, 'EX_cpd00039_e': 0.009109108920326858, 'EX_cpd00011_e': 0.009109108920326858, 'EX_cpd00322_e': 0.009109108920326858, 'EX_cpd00111_e': 0.009109108920326858, 'EX_cpd00028_e': 0.009109108920326858, 'EX_cpd00066_e': 0.009109108920326858, 'EX_cpd01188_e': 0.009109108920326858, 'EX_cpd00357_e': 0.009109108920326858, 'EX_cpd00136_e': 0.009109108920326858, 'EX_cpd03847_e': 0.009109108920326858, 'EX_cpd01080_e': 0.009109108920326858, 'EX_cpd00010_e': 0.009109108920326858, 'EX_cpd00264_e': 0.009109108920326858, 'EX_cpd11606_e': 0.009109108920326858, 'EX_cpd00069_e': 0.009109108920326858, 'EX_cpd00060_e': 0.009109108920326858, 'EX_cpd00305_e': 0.009109108920326858, 'EX_cpd00129_e': 0.009109108920326858}",
B. longum subsp. longum_gapfilled_57,,"{'EX_cpd00224_e': 0.009129668754821333, 'EX_cpd00027_e': 0.009129668754801649, 'EX_cpd01171_e': 0.009129668754822426, 'EX_cpd00154_e': 0.009129668754822426, 'EX_cpd00309_e': 0.00912966875485644, 'EX_cpd00108_e': 0.00912966875482242, 'EX_cpd00039_e': 0.00912966875482242, 'EX_cpd00011_e': 0.00912966875482242, 'EX_cpd00322_e': 0.00912966875482242, 'EX_cpd00111_e': 0.00912966875482242, 'EX_cpd00028_e': 0.00912966875482242, 'EX_cpd00066_e': 0.00912966875482242, 'EX_cpd01188_e': 0.00912966875482242, 'EX_cpd00357_e': 0.009129668754883096, 'EX_cpd00136_e': 0.00912966875482242, 'EX_cpd03847_e': 0.00912966875482242, 'EX_cpd01080_e': 0.00912966875482242, 'EX_cpd00010_e': 0.00912966875482242, 'EX_cpd00264_e': 0.00912966875482242, 'EX_cpd11606_e': 0.00912966875482242, 'EX_cpd00069_e': 0.00912966875482242, 'EX_cpd00060_e': 0.00912966875482242, 'EX_cpd00305_e': 0.00912966875482242, 'EX_cpd00129_e': 0.00912966875482242}",
B. longum subsp. longum_gapfilled_58,,"{'EX_cpd00224_e': 0.009108180271562343, 'EX_cpd00027_e': 0.009108180271682547, 'EX_cpd01171_e': 0.009108180271565241, 'EX_cpd00154_e': 0.009108180271565241, 'EX_cpd00309_e': 0.009108180271022736, 'EX_cpd00108_e': 0.009108180271287706, 'EX_cpd00039_e': 0.009108180271287706, 'EX_cpd00011_e': 0.009108180271287706, 'EX_cpd00322_e': 0.009108180271287706, 'EX_cpd00111_e': 0.009108180271287706, 'EX_cpd00028_e': 0.009108180271287706, 'EX_cpd00066_e': 0.009108180271287706, 'EX_cpd01188_e': 0.009108180271287706, 'EX_cpd00357_e': 0.009108180272963552, 'EX_cpd00136_e': 0.009108180271287706, 'EX_cpd03847_e': 0.009108180271287706, 'EX_cpd01080_e': 0.009108180271287706, 'EX_cpd00010_e': 0.009108180271287706, 'EX_cpd00264_e': 0.009108180271287706, 'EX_cpd11606_e': 0.009108180271287706, 'EX_cpd00069_e': 0.009108180271287706, 'EX_cpd00060_e': 0.009108180271287706, 'EX_cpd00305_e': 0.009108180271287706, 'EX_cpd00129_e': 0.009108180271287706}",
B. longum subsp. longum_gapfilled_59,,"{'EX_cpd00224_e': 0.009038943562748088, 'EX_cpd00027_e': 0.009038943562799384, 'EX_cpd01171_e': 0.009038943562765321, 'EX_cpd00154_e': 0.009038943562765321, 'EX_cpd00309_e': 0.009038943562753967, 'EX_cpd00108_e': 0.009038943562776675, 'EX_cpd00039_e': 0.009038943562776675, 'EX_cpd00011_e': 0.009038943562776675, 'EX_cpd00322_e': 0.009038943562776675, 'EX_cpd00111_e': 0.009038943562776675, 'EX_cpd00028_e': 0.009038943562776675, 'EX_cpd00066_e': 0.009038943562776675, 'EX_cpd01188_e': 0.009038943562776675, 'EX_cpd00357_e': 0.009038943562842454, 'EX_cpd00136_e': 0.009038943562776675, 'EX_cpd03847_e': 0.009038943562776675, 'EX_cpd01080_e': 0.009038943562776675, 'EX_cpd00010_e': 0.009038943562776675, 'EX_cpd00264_e': 0.009038943562776675, 'EX_cpd11606_e': 0.009038943562776675, 'EX_cpd00069_e': 0.009038943562776675, 'EX_cpd00060_e': 0.009038943562776675, 'EX_cpd00305_e': 0.009038943562776675, 'EX_cpd00129_e': 0.009038943562776675}",
B. longum subsp. longum_gapfilled_60,,"{'EX_cpd00224_e': 0.00954319804961164, 'EX_cpd00027_e': 0.009543198048839534, 'EX_cpd01171_e': 0.009543198048821531, 'EX_cpd00154_e': 0.009543198048821531, 'EX_cpd00309_e': 0.009543198048806616, 'EX_cpd00108_e': 0.009543198048821566, 'EX_cpd00039_e': 0.009543198048821531, 'EX_cpd00011_e': 0.009543198048821531, 'EX_cpd00322_e': 0.009543198048821531, 'EX_cpd00111_e': 0.009543198048821531, 'EX_cpd00028_e': 0.009543198048821531, 'EX_cpd00066_e': 0.009543198048821531, 'EX_cpd01188_e': 0.009543198048821531, 'EX_cpd00357_e': 0.009543198048819167, 'EX_cpd00136_e': 0.009543198048821531, 'EX_cpd03847_e': 0.009543198048821531, 'EX_cpd01080_e': 0.009543198048821531, 'EX_cpd00010_e': 0.009543198048821531, 'EX_cpd00264_e': 0.009543198048821531, 'EX_cpd11606_e': 0.009543198048821531, 'EX_cpd00069_e': 0.009543198048821531, 'EX_cpd00060_e': 0.009543198048821531, 'EX_cpd00305_e': 0.009543198048821531, 'EX_cpd00129_e': 0.009543198048821531}",
B. longum subsp. longum_gapfilled_61,,"{'EX_cpd00224_e': 0.009109108920326549, 'EX_cpd00027_e': 0.009109108920211655, 'EX_cpd01171_e': 0.009109108920329683, 'EX_cpd00154_e': 0.009109108920329683, 'EX_cpd00309_e': 0.00910910892027729, 'EX_cpd00108_e': 0.00910910892032861, 'EX_cpd00039_e': 0.00910910892032861, 'EX_cpd00011_e': 0.00910910892032861, 'EX_cpd00322_e': 0.00910910892032861, 'EX_cpd00111_e': 0.00910910892032861, 'EX_cpd00028_e': 0.00910910892032861, 'EX_cpd00066_e': 0.00910910892032861, 'EX_cpd01188_e': 0.00910910892032861, 'EX_cpd00357_e': 0.009109108920307191, 'EX_cpd00136_e': 0.00910910892032861, 'EX_cpd03847_e': 0.00910910892032861, 'EX_cpd01080_e': 0.00910910892032861, 'EX_cpd00010_e': 0.00910910892032861, 'EX_cpd00264_e': 0.00910910892032861, 'EX_cpd11606_e': 0.00910910892032861, 'EX_cpd00069_e': 0.00910910892032861, 'EX_cpd00060_e': 0.00910910892032861, 'EX_cpd00305_e': 0.00910910892032861, 'EX_cpd00129_e': 0.00910910892032861}",
B. longum subsp. longum_gapfilled_62,,"{'EX_cpd00224_e': 0.009789721787296422, 'EX_cpd00027_e': 0.00978972178740745, 'EX_cpd01171_e': 0.009789721787407446, 'EX_cpd00154_e': 0.009789721787407446, 'EX_cpd00309_e': 0.009789721787407446, 'EX_cpd00108_e': 0.009789721787407446, 'EX_cpd00039_e': 0.009789721787407446, 'EX_cpd00011_e': 0.009789721787407446, 'EX_cpd00322_e': 0.009789721787407446, 'EX_cpd00111_e': 0.009789721787407446, 'EX_cpd00028_e': 0.009789721787407446, 'EX_cpd00066_e': 0.009789721787407446, 'EX_cpd01188_e': 0.009789721787407446, 'EX_cpd00357_e': 0.009789721787308612, 'EX_cpd00136_e': 0.009789721787407446, 'EX_cpd03847_e': 0.009789721787407446, 'EX_cpd01080_e': 0.009789721787407446, 'EX_cpd00010_e': 0.009789721787407446, 'EX_cpd00264_e': 0.009789721787407446, 'EX_cpd11606_e': 0.009789721787407446, 'EX_cpd00069_e': 0.009789721787407446, 'EX_cpd00060_e': 0.009789721787407446, 'EX_cpd00305_e': 0.009789721787407446, 'EX_cpd00129_e': 0.009789721787407446}",
B. longum subsp. longum_gapfilled_63,,"{'EX_cpd00224_e': 0.009444112506651132, 'EX_cpd00027_e': 0.00944411250672367, 'EX_cpd01171_e': 0.009444112506750712, 'EX_cpd00154_e': 0.009444112506750712, 'EX_cpd00309_e': 0.00944411250667445, 'EX_cpd00108_e': 0.009444112506666201, 'EX_cpd00039_e': 0.009444112506666201, 'EX_cpd00011_e': 0.009444112506666201, 'EX_cpd00322_e': 0.009444112506666201, 'EX_cpd00111_e': 0.009444112506666201, 'EX_cpd00028_e': 0.009444112506666201, 'EX_cpd00066_e': 0.009444112506666201, 'EX_cpd01188_e': 0.009444112506666201, 'EX_cpd00357_e': 0.009444112506634067, 'EX_cpd00136_e': 0.009444112506666201, 'EX_cpd03847_e': 0.009444112506666201, 'EX_cpd01080_e': 0.009444112506666201, 'EX_cpd00010_e': 0.009444112506666201, 'EX_cpd00264_e': 0.009444112506666201, 'EX_cpd11606_e': 0.009444112506666201, 'EX_cpd00069_e': 0.009444112506666201, 'EX_cpd00060_e': 0.009444112506666201, 'EX_cpd00305_e': 0.009444112506666201, 'EX_cpd00129_e': 0.009444112506666201}",
B. longum subsp. longum_gapfilled_64,,"{'EX_cpd00224_e': 0.009346871918316211, 'EX_cpd00027_e': 0.009346871918225185, 'EX_cpd01171_e': 0.009346871918358453, 'EX_cpd00154_e': 0.009346871918358453, 'EX_cpd00309_e': 0.009346871918358453, 'EX_cpd00108_e': 0.009346871918358497, 'EX_cpd00039_e': 0.009346871918358453, 'EX_cpd00011_e': 0.009346871918358453, 'EX_cpd00322_e': 0.009346871918358453, 'EX_cpd00111_e': 0.009346871918358453, 'EX_cpd00028_e': 0.009346871918358453, 'EX_cpd00066_e': 0.009346871918358453, 'EX_cpd01188_e': 0.009346871918358453, 'EX_cpd00357_e': 0.009346871918316218, 'EX_cpd00136_e': 0.009346871918358453, 'EX_cpd03847_e': 0.009346871918358453, 'EX_cpd01080_e': 0.009346871918358453, 'EX_cpd00010_e': 0.009346871918358453, 'EX_cpd00264_e': 0.009346871918358453, 'EX_cpd11606_e': 0.009346871918358453, 'EX_cpd00069_e': 0.009346871918358453, 'EX_cpd00060_e': 0.009346871918358453, 'EX_cpd00305_e': 0.009346871918358453, 'EX_cpd00129_e': 0.009346871918358453}",
B. longum subsp. longum_gapfilled_65,,"{'EX_cpd00224_e': 0.009766085483149884, 'EX_cpd00027_e': 0.009766085483198315, 'EX_cpd01171_e': 0.009766085483146102, 'EX_cpd00154_e': 0.009766085483146102, 'EX_cpd00309_e': 0.009766085483146102, 'EX_cpd00108_e': 0.009766085483146102, 'EX_cpd00039_e': 0.009766085483146102, 'EX_cpd00011_e': 0.009766085483146102, 'EX_cpd00322_e': 0.009766085483146102, 'EX_cpd00111_e': 0.009766085483146102, 'EX_cpd00028_e': 0.009766085483146102, 'EX_cpd00066_e': 0.009766085483146102, 'EX_cpd01188_e': 0.009766085483146102, 'EX_cpd00357_e': 0.009766085483149887, 'EX_cpd00136_e': 0.009766085483146102, 'EX_cpd03847_e': 0.009766085483146102, 'EX_cpd01080_e': 0.009766085483146102, 'EX_cpd00010_e': 0.009766085483146102, 'EX_cpd00264_e': 0.009766085483146102, 'EX_cpd11606_e': 0.009766085483146102, 'EX_cpd00069_e': 0.009766085483146102, 'EX_cpd00060_e': 0.009766085483146102, 'EX_cpd00305_e': 0.009766085483146102, 'EX_cpd00129_e': 0.009766085483146102}",
B. longum subsp. longum_gapfilled_66,,"{'EX_cpd00224_e': 0.00934785936785773, 'EX_cpd00027_e': 0.009347859367803123, 'EX_cpd01171_e': 0.00934785936775994, 'EX_cpd00154_e': 0.00934785936775994, 'EX_cpd00309_e': 0.00934785936775994, 'EX_cpd00108_e': 0.00934785936775988, 'EX_cpd00039_e': 0.00934785936775994, 'EX_cpd00011_e': 0.00934785936775994, 'EX_cpd00322_e': 0.00934785936775994, 'EX_cpd00111_e': 0.00934785936775994, 'EX_cpd00028_e': 0.00934785936775994, 'EX_cpd00066_e': 0.00934785936775994, 'EX_cpd01188_e': 0.00934785936775994, 'EX_cpd00357_e': 0.009347859367722564, 'EX_cpd00136_e': 0.00934785936775994, 'EX_cpd03847_e': 0.00934785936775994, 'EX_cpd01080_e': 0.00934785936775994, 'EX_cpd00010_e': 0.00934785936775994, 'EX_cpd00264_e': 0.00934785936775994, 'EX_cpd11606_e': 0.00934785936775994, 'EX_cpd00069_e': 0.00934785936775994, 'EX_cpd00060_e': 0.00934785936775994, 'EX_cpd00305_e': 0.00934785936775994, 'EX_cpd00129_e': 0.00934785936775994}",
B. longum subsp. longum_gapfilled_67,,"{'EX_cpd00224_e': 0.00905918753016914, 'EX_cpd00027_e': 0.009059187530235798, 'EX_cpd01171_e': 0.009059187529970036, 'EX_cpd00154_e': 0.009059187529970036, 'EX_cpd00309_e': 0.009059187529862895, 'EX_cpd00108_e': 0.009059187529969884, 'EX_cpd00039_e': 0.009059187529969884, 'EX_cpd00011_e': 0.009059187529969884, 'EX_cpd00322_e': 0.009059187529969884, 'EX_cpd00111_e': 0.009059187529969884, 'EX_cpd00028_e': 0.009059187529969884, 'EX_cpd00066_e': 0.009059187529969884, 'EX_cpd01188_e': 0.009059187529969884, 'EX_cpd00357_e': 0.00905918752997399, 'EX_cpd00136_e': 0.009059187529969884, 'EX_cpd03847_e': 0.009059187529969884, 'EX_cpd01080_e': 0.009059187529969884, 'EX_cpd00010_e': 0.009059187529969884, 'EX_cpd00264_e': 0.009059187529969884, 'EX_cpd11606_e': 0.009059187529969884, 'EX_cpd00069_e': 0.009059187529969884, 'EX_cpd00060_e': 0.009059187529969884, 'EX_cpd00305_e': 0.009059187529969884, 'EX_cpd00129_e': 0.009059187529969884}",
B. longum subsp. longum_gapfilled_68,,"{'EX_cpd00224_e': 0.009129668754958525, 'EX_cpd00027_e': 0.009129668754976526, 'EX_cpd01171_e': 0.009129668754840628, 'EX_cpd00154_e': 0.009129668754840628, 'EX_cpd00309_e': 0.009129668754855618, 'EX_cpd00108_e': 0.009129668754854646, 'EX_cpd00039_e': 0.009129668754854646, 'EX_cpd00011_e': 0.009129668754854646, 'EX_cpd00322_e': 0.009129668754854646, 'EX_cpd00111_e': 0.009129668754854646, 'EX_cpd00028_e': 0.009129668754854646, 'EX_cpd00066_e': 0.009129668754854646, 'EX_cpd01188_e': 0.009129668754854646, 'EX_cpd00357_e': 0.00912966875482494, 'EX_cpd00136_e': 0.009129668754854646, 'EX_cpd03847_e': 0.009129668754854646, 'EX_cpd01080_e': 0.009129668754854646, 'EX_cpd00010_e': 0.009129668754854646, 'EX_cpd00264_e': 0.009129668754854646, 'EX_cpd11606_e': 0.009129668754854646, 'EX_cpd00069_e': 0.009129668754854646, 'EX_cpd00060_e': 0.009129668754854646, 'EX_cpd00305_e': 0.009129668754854646, 'EX_cpd00129_e': 0.009129668754854646}",
B. longum subsp. longum_gapfilled_69,,"{'EX_cpd00224_e': 0.009116264966557342, 'EX_cpd00027_e': 0.00911626496651005, 'EX_cpd01171_e': 0.009116264966489611, 'EX_cpd00154_e': 0.009116264966489611, 'EX_cpd00309_e': 0.009116264966464433, 'EX_cpd00108_e': 0.009116264966489611, 'EX_cpd00039_e': 0.009116264966489611, 'EX_cpd00011_e': 0.009116264966489611, 'EX_cpd00322_e': 0.009116264966489611, 'EX_cpd00111_e': 0.009116264966489611, 'EX_cpd00028_e': 0.009116264966489611, 'EX_cpd00066_e': 0.009116264966489611, 'EX_cpd01188_e': 0.009116264966489611, 'EX_cpd00357_e': 0.009116264966563516, 'EX_cpd00136_e': 0.009116264966489611, 'EX_cpd03847_e': 0.009116264966489611, 'EX_cpd01080_e': 0.009116264966489611, 'EX_cpd00010_e': 0.009116264966489611, 'EX_cpd00264_e': 0.009116264966489611, 'EX_cpd11606_e': 0.009116264966489611, 'EX_cpd00069_e': 0.009116264966489611, 'EX_cpd00060_e': 0.009116264966489611, 'EX_cpd00305_e': 0.009116264966489611, 'EX_cpd00129_e': 0.009116264966489611}",
B. longum subsp. longum_gapfilled_70,,"{'EX_cpd00224_e': 0.00912966875499406, 'EX_cpd00027_e': 0.009129668754881103, 'EX_cpd01171_e': 0.009129668754738486, 'EX_cpd00154_e': 0.009129668754738486, 'EX_cpd00309_e': 0.009129668754791162, 'EX_cpd00108_e': 0.009129668754845752, 'EX_cpd00039_e': 0.009129668754738486, 'EX_cpd00011_e': 0.009129668754738486, 'EX_cpd00322_e': 0.009129668754738486, 'EX_cpd00111_e': 0.009129668754738486, 'EX_cpd00028_e': 0.009129668754738486, 'EX_cpd00066_e': 0.009129668754738486, 'EX_cpd01188_e': 0.009129668754738486, 'EX_cpd00357_e': 0.009129668754863537, 'EX_cpd00136_e': 0.009129668754738486, 'EX_cpd03847_e': 0.009129668754738486, 'EX_cpd01080_e': 0.009129668754738486, 'EX_cpd00010_e': 0.009129668754738486, 'EX_cpd00264_e': 0.009129668754738486, 'EX_cpd11606_e': 0.009129668754738486, 'EX_cpd00069_e': 0.009129668754738486, 'EX_cpd00060_e': 0.009129668754738486, 'EX_cpd00305_e': 0.009129668754738486, 'EX_cpd00129_e': 0.009129668754738486}",
B. longum subsp. longum_gapfilled_71,,"{'EX_cpd00224_e': 0.00910910892027929, 'EX_cpd00027_e': 0.009109108919899314, 'EX_cpd01171_e': 0.009109108919744249, 'EX_cpd00154_e': 0.009109108919744249, 'EX_cpd00309_e': 0.009109108919617298, 'EX_cpd00108_e': 0.009109108919679813, 'EX_cpd00039_e': 0.009109108919679813, 'EX_cpd00011_e': 0.009109108919679813, 'EX_cpd00322_e': 0.009109108919679813, 'EX_cpd00111_e': 0.009109108919679813, 'EX_cpd00028_e': 0.009109108919679813, 'EX_cpd00066_e': 0.009109108919679813, 'EX_cpd01188_e': 0.009109108919679813, 'EX_cpd00357_e': 0.00910910892024894, 'EX_cpd00136_e': 0.009109108919679813, 'EX_cpd03847_e': 0.009109108919679813, 'EX_cpd01080_e': 0.009109108919679813, 'EX_cpd00010_e': 0.009109108919679813, 'EX_cpd00264_e': 0.009109108919679813, 'EX_cpd11606_e': 0.009109108919679813, 'EX_cpd00069_e': 0.009109108919679813, 'EX_cpd00060_e': 0.009109108919679813, 'EX_cpd00305_e': 0.009109108919679813, 'EX_cpd00129_e': 0.009109108919679813}",
B. longum subsp. longum_gapfilled_72,,"{'EX_cpd00224_e': 0.009685478848240114, 'EX_cpd00027_e': 0.009685478848240114, 'EX_cpd01171_e': 0.009685478848240114, 'EX_cpd00154_e': 0.009685478848240114, 'EX_cpd00309_e': 0.009685478848240114, 'EX_cpd00108_e': 0.009685478848240114, 'EX_cpd00039_e': 0.009685478848240114, 'EX_cpd00011_e': 0.009685478848240114, 'EX_cpd00322_e': 0.009685478848240114, 'EX_cpd00111_e': 0.009685478848240114, 'EX_cpd00028_e': 0.009685478848240114, 'EX_cpd00066_e': 0.009685478848240114, 'EX_cpd01188_e': 0.009685478848240114, 'EX_cpd00357_e': 0.009685478848240114, 'EX_cpd00136_e': 0.009685478848240114, 'EX_cpd03847_e': 0.009685478848240114, 'EX_cpd01080_e': 0.009685478848240114, 'EX_cpd00010_e': 0.009685478848240114, 'EX_cpd00264_e': 0.009685478848240114, 'EX_cpd11606_e': 0.009685478848240114, 'EX_cpd00069_e': 0.009685478848240114, 'EX_cpd00060_e': 0.009685478848240114, 'EX_cpd00305_e': 0.009685478848240114, 'EX_cpd00129_e': 0.009685478848240114}",
B. longum subsp. longum_gapfilled_73,,"{'EX_cpd00224_e': 0.009799634441430484, 'EX_cpd00027_e': 0.009799634441103865, 'EX_cpd01171_e': 0.009799634441076134, 'EX_cpd00154_e': 0.009799634441076134, 'EX_cpd00309_e': 0.009799634441008497, 'EX_cpd00108_e': 0.00979963444107611, 'EX_cpd00039_e': 0.00979963444107611, 'EX_cpd00011_e': 0.00979963444107611, 'EX_cpd00322_e': 0.00979963444107611, 'EX_cpd00111_e': 0.00979963444107611, 'EX_cpd00028_e': 0.00979963444107611, 'EX_cpd00066_e': 0.00979963444107611, 'EX_cpd01188_e': 0.00979963444107611, 'EX_cpd00357_e': 0.009799634441073426, 'EX_cpd00136_e': 0.00979963444107611, 'EX_cpd03847_e': 0.00979963444107611, 'EX_cpd01080_e': 0.00979963444107611, 'EX_cpd00010_e': 0.00979963444107611, 'EX_cpd00264_e': 0.00979963444107611, 'EX_cpd11606_e': 0.00979963444107611, 'EX_cpd00069_e': 0.00979963444107611, 'EX_cpd00060_e': 0.00979963444107611, 'EX_cpd00305_e': 0.00979963444107611, 'EX_cpd00129_e': 0.00979963444107611}",
B. longum subsp. longum_gapfilled_74,,"{'EX_cpd00224_e': 0.009346871918385272, 'EX_cpd00027_e': 0.009346871918247656, 'EX_cpd01171_e': 0.009346871918241476, 'EX_cpd00154_e': 0.009346871918241476, 'EX_cpd00309_e': 0.009346871918241476, 'EX_cpd00108_e': 0.009346871918241476, 'EX_cpd00039_e': 0.009346871918241476, 'EX_cpd00011_e': 0.009346871918241476, 'EX_cpd00322_e': 0.009346871918241476, 'EX_cpd00111_e': 0.009346871918241476, 'EX_cpd00028_e': 0.009346871918241476, 'EX_cpd00066_e': 0.009346871918241476, 'EX_cpd01188_e': 0.009346871918241476, 'EX_cpd00357_e': 0.009346871918207877, 'EX_cpd00136_e': 0.009346871918241476, 'EX_cpd03847_e': 0.009346871918241476, 'EX_cpd01080_e': 0.009346871918241476, 'EX_cpd00010_e': 0.009346871918241476, 'EX_cpd00264_e': 0.009346871918241476, 'EX_cpd11606_e': 0.009346871918241476, 'EX_cpd00069_e': 0.009346871918241476, 'EX_cpd00060_e': 0.009346871918241476, 'EX_cpd00305_e': 0.009346871918241476, 'EX_cpd00129_e': 0.009346871918241476}",
B. longum subsp. longum_gapfilled_75,,"{'EX_cpd00224_e': 0.009495579222817352, 'EX_cpd00027_e': 0.009495579222725406, 'EX_cpd01171_e': 0.009495579222725406, 'EX_cpd00154_e': 0.009495579222725406, 'EX_cpd00309_e': 0.009495579222725406, 'EX_cpd00108_e': 0.009495579222725406, 'EX_cpd00039_e': 0.009495579222725406, 'EX_cpd00011_e': 0.009495579222725406, 'EX_cpd00322_e': 0.009495579222725406, 'EX_cpd00111_e': 0.009495579222725406, 'EX_cpd00028_e': 0.009495579222725406, 'EX_cpd00066_e': 0.009495579222725406, 'EX_cpd01188_e': 0.009495579222725406, 'EX_cpd00357_e': 0.009495579222725417, 'EX_cpd00136_e': 0.009495579222725406, 'EX_cpd03847_e': 0.009495579222725406, 'EX_cpd01080_e': 0.009495579222725406, 'EX_cpd00010_e': 0.009495579222725406, 'EX_cpd00264_e': 0.009495579222725406, 'EX_cpd11606_e': 0.009495579222725406, 'EX_cpd00069_e': 0.009495579222725406, 'EX_cpd00060_e': 0.009495579222725406, 'EX_cpd00305_e': 0.009495579222725406, 'EX_cpd00129_e': 0.009495579222725406}",
B. longum subsp. longum_gapfilled_76,,"{'EX_cpd00224_e': 0.009109108920387987, 'EX_cpd00027_e': 0.009109108920285644, 'EX_cpd01171_e': 0.009109108920324155, 'EX_cpd00154_e': 0.009109108920324155, 'EX_cpd00309_e': 0.009109108920425255, 'EX_cpd00108_e': 0.009109108920326996, 'EX_cpd00039_e': 0.009109108920326996, 'EX_cpd00011_e': 0.009109108920326996, 'EX_cpd00322_e': 0.009109108920326996, 'EX_cpd00111_e': 0.009109108920326996, 'EX_cpd00028_e': 0.009109108920326996, 'EX_cpd00066_e': 0.009109108920326996, 'EX_cpd01188_e': 0.009109108920326996, 'EX_cpd00357_e': 0.009109108920236635, 'EX_cpd00136_e': 0.009109108920326996, 'EX_cpd03847_e': 0.009109108920326996, 'EX_cpd01080_e': 0.009109108920326996, 'EX_cpd00010_e': 0.009109108920326996, 'EX_cpd00264_e': 0.009109108920326996, 'EX_cpd11606_e': 0.009109108920326996, 'EX_cpd00069_e': 0.009109108920326996, 'EX_cpd00060_e': 0.009109108920326996, 'EX_cpd00305_e': 0.009109108920326996, 'EX_cpd00129_e': 0.009109108920326996}",
