,Parabacteroides distasonis ATCC 8503_0.01.pkl,Bifidobacterium longum strain DSM 20219_0.01.pkl,Ruminococcus gnavus ATCC 29149_0.01.pkl,Bacteroides vulgatus ATCC 8482_0.01.pkl,Lactococcus lactis subsp. lactis Il1403_0.01.pkl,Lactobacillus plantarum WCFS1_0.01.pkl,Bacteroides clarus YIT 12056_0.01.pkl
B. vulgatus_gapfilled_48,,,,"{'EX_cpd00635_e': 0.003608642102708798, 'EX_cpd00023_e': 0.0036086421026617988, 'EX_cpd00224_e': 0.003608642102510098, 'EX_cpd11595_e': 0.003608642102708798, 'EX_cpd01217_e': 0.0036086421026807532, 'EX_cpd00027_e': 0.0036086421032905233, 'EX_cpd01171_e': 0.003608642102708798, 'EX_cpd00154_e': 0.003608642103544562, 'EX_cpd08306_e': 0.003608642102708798, 'EX_cpd00164_e': 0.003608642102708798, 'EX_cpd00309_e': 0.0036086421020379627, 'EX_cpd00280_e': 0.003608642102708798, 'EX_cpd00108_e': 0.003608642102708798, 'EX_cpd00159_e': 0.0036086421030307406, 'EX_cpd00540_e': 0.003608642102708798, 'EX_cpd11597_e': 0.003608642102708798, 'EX_cpd08305_e': 0.003608642102708798, 'EX_cpd00396_e': 0.003608642102708798, 'EX_cpd00039_e': 0.003608642102708798, 'EX_cpd00011_e': 0.003608642102708798, 'EX_cpd00322_e': 0.003608642102708798, 'EX_cpd00111_e': 0.003608642102708798, 'EX_cpd00028_e': 0.003608642102708798, 'EX_cpd00066_e': 0.003608642102708798, 'EX_cpd01188_e': 0.003608642102708798, 'EX_cpd00357_e': 0.003608642102692094, 'EX_cpd00136_e': 0.003608642102708798, 'EX_cpd03847_e': 0.003608642102708798, 'EX_cpd01080_e': 0.003608642102708798, 'EX_cpd03422_e': 0.003608642102708798, 'EX_cpd00010_e': 0.003608642102708798, 'EX_cpd00264_e': 0.003608642102708798, 'EX_cpd11606_e': 0.003608642102708798, 'EX_cpd00069_e': 0.003608642102708798, 'EX_cpd00060_e': 0.003608642102708798, 'EX_cpd00305_e': 0.003608642102708798}",,,
B. vulgatus_gapfilled_49,,,,"{'EX_cpd00635_e': 0.0036086421013107463, 'EX_cpd00023_e': 0.0036086421013095875, 'EX_cpd00224_e': 0.0036086421014520868, 'EX_cpd11595_e': 0.0036086421013107463, 'EX_cpd01217_e': 0.003608642101317974, 'EX_cpd00027_e': 0.003608642101322831, 'EX_cpd01171_e': 0.0036086421013107463, 'EX_cpd00154_e': 0.003608642101662127, 'EX_cpd08306_e': 0.0036086421013107463, 'EX_cpd00164_e': 0.0036086421013107463, 'EX_cpd00309_e': 0.003608642101572983, 'EX_cpd00280_e': 0.0036086421013107463, 'EX_cpd00108_e': 0.0036086421013107463, 'EX_cpd00159_e': 0.003608642101285035, 'EX_cpd00540_e': 0.0036086421013107463, 'EX_cpd11597_e': 0.0036086421013107463, 'EX_cpd08305_e': 0.0036086421013107463, 'EX_cpd00396_e': 0.0036086421013107463, 'EX_cpd00039_e': 0.0036086421013107463, 'EX_cpd00011_e': 0.0036086421013107463, 'EX_cpd00322_e': 0.0036086421013107463, 'EX_cpd00111_e': 0.0036086421013107463, 'EX_cpd00028_e': 0.0036086421013107463, 'EX_cpd00066_e': 0.0036086421013107463, 'EX_cpd01188_e': 0.0036086421013107463, 'EX_cpd00357_e': 0.0036086421013073167, 'EX_cpd00136_e': 0.0036086421013107463, 'EX_cpd03847_e': 0.0036086421013107463, 'EX_cpd01080_e': 0.0036086421013107463, 'EX_cpd03422_e': 0.0036086421013107463, 'EX_cpd00010_e': 0.0036086421013107463, 'EX_cpd00264_e': 0.0036086421013107463, 'EX_cpd11606_e': 0.0036086421013107463, 'EX_cpd00069_e': 0.0036086421013107463, 'EX_cpd00060_e': 0.0036086421013107463, 'EX_cpd00305_e': 0.0036086421013107463}",,,
B. vulgatus_gapfilled_50,,,,"{'EX_cpd00635_e': 0.0036086421016302316, 'EX_cpd00023_e': 0.003608642099926831, 'EX_cpd00224_e': 0.003608642099581465, 'EX_cpd11595_e': 0.0036086421016302316, 'EX_cpd01217_e': 0.0036086420998955935, 'EX_cpd00027_e': 0.0036086421016866548, 'EX_cpd01171_e': 0.0036086421016302316, 'EX_cpd00154_e': 0.0036086421021809573, 'EX_cpd08306_e': 0.0036086421016302316, 'EX_cpd00164_e': 0.0036086421016302316, 'EX_cpd00309_e': 0.003608642099663717, 'EX_cpd00280_e': 0.0036086421016302316, 'EX_cpd00108_e': 0.0036086421016302316, 'EX_cpd00159_e': 0.003608642102198888, 'EX_cpd00540_e': 0.0036086421016302316, 'EX_cpd11597_e': 0.0036086421016302316, 'EX_cpd08305_e': 0.0036086421016302316, 'EX_cpd00396_e': 0.0036086421016302316, 'EX_cpd00039_e': 0.0036086421016302316, 'EX_cpd00011_e': 0.0036086421016302316, 'EX_cpd00322_e': 0.0036086421016302316, 'EX_cpd00111_e': 0.0036086421016302316, 'EX_cpd00028_e': 0.0036086421016302316, 'EX_cpd00066_e': 0.0036086421016302316, 'EX_cpd01188_e': 0.0036086421016302316, 'EX_cpd00357_e': 0.003608642101626495, 'EX_cpd00136_e': 0.0036086421016302316, 'EX_cpd03847_e': 0.0036086421016302316, 'EX_cpd01080_e': 0.0036086421016302316, 'EX_cpd03422_e': 0.0036086421016302316, 'EX_cpd00010_e': 0.0036086421016302316, 'EX_cpd00264_e': 0.0036086421016302316, 'EX_cpd11606_e': 0.0036086421016302316, 'EX_cpd00069_e': 0.0036086421016302316, 'EX_cpd00060_e': 0.0036086421016302316, 'EX_cpd00305_e': 0.0036086421016302316}",,,
B. vulgatus_gapfilled_51,,,,"{'EX_cpd00635_e': 0.003484811347005972, 'EX_cpd00023_e': 0.0034848113470381547, 'EX_cpd00224_e': 0.0034848113469066735, 'EX_cpd11595_e': 0.003484811347005972, 'EX_cpd01217_e': 0.0034848113497992664, 'EX_cpd00027_e': 0.003484811347005972, 'EX_cpd01171_e': 0.003484811347005972, 'EX_cpd00154_e': 0.003484811346897245, 'EX_cpd08306_e': 0.003484811347005972, 'EX_cpd00164_e': 0.003484811347005972, 'EX_cpd00309_e': 0.003484811347067157, 'EX_cpd00280_e': 0.003484811347005972, 'EX_cpd00108_e': 0.003484811347005972, 'EX_cpd00159_e': 0.0034848113473603115, 'EX_cpd00540_e': 0.003484811347005972, 'EX_cpd11597_e': 0.003484811347005972, 'EX_cpd08305_e': 0.003484811347005972, 'EX_cpd00396_e': 0.003484811347005972, 'EX_cpd00039_e': 0.003484811347005972, 'EX_cpd00011_e': 0.003484811347005972, 'EX_cpd00322_e': 0.003484811347005972, 'EX_cpd00111_e': 0.003484811347005972, 'EX_cpd00028_e': 0.003484811347005972, 'EX_cpd00066_e': 0.003484811347005972, 'EX_cpd01188_e': 0.003484811347005972, 'EX_cpd00357_e': 0.003484811347000708, 'EX_cpd00136_e': 0.003484811347005972, 'EX_cpd03847_e': 0.003484811347005972, 'EX_cpd01080_e': 0.003484811347005972, 'EX_cpd03422_e': 0.003484811347005972, 'EX_cpd00010_e': 0.003484811347005972, 'EX_cpd00264_e': 0.003484811347005972, 'EX_cpd11606_e': 0.003484811347005972, 'EX_cpd00069_e': 0.003484811347005972, 'EX_cpd00060_e': 0.003484811347005972, 'EX_cpd00305_e': 0.003484811347005972}",,,
B. vulgatus_gapfilled_52,,,,"{'EX_cpd00635_e': 0.003608642104864267, 'EX_cpd00023_e': 0.003608642105012707, 'EX_cpd00224_e': 0.003608642105098067, 'EX_cpd11595_e': 0.003608642104864267, 'EX_cpd01217_e': 0.0036086421053124745, 'EX_cpd00027_e': 0.0036086421047495073, 'EX_cpd01171_e': 0.003608642104864267, 'EX_cpd00154_e': 0.003608642105038314, 'EX_cpd08306_e': 0.003608642104864267, 'EX_cpd00164_e': 0.003608642104864267, 'EX_cpd00309_e': 0.0036086421048291783, 'EX_cpd00280_e': 0.003608642104864267, 'EX_cpd00108_e': 0.003608642104864267, 'EX_cpd00159_e': 0.0036086421049893267, 'EX_cpd00540_e': 0.003608642104864267, 'EX_cpd11597_e': 0.003608642104864267, 'EX_cpd08305_e': 0.003608642104864267, 'EX_cpd00396_e': 0.003608642104864267, 'EX_cpd00039_e': 0.003608642104864267, 'EX_cpd00011_e': 0.003608642104864267, 'EX_cpd00322_e': 0.003608642104864267, 'EX_cpd00111_e': 0.003608642104864267, 'EX_cpd00028_e': 0.003608642104864267, 'EX_cpd00066_e': 0.003608642104864267, 'EX_cpd01188_e': 0.003608642104864267, 'EX_cpd00357_e': 0.003608642104864267, 'EX_cpd00136_e': 0.003608642104864267, 'EX_cpd03847_e': 0.003608642104864267, 'EX_cpd01080_e': 0.003608642104864267, 'EX_cpd03422_e': 0.003608642104864267, 'EX_cpd00010_e': 0.003608642104864267, 'EX_cpd00264_e': 0.003608642104864267, 'EX_cpd11606_e': 0.003608642104864267, 'EX_cpd00069_e': 0.003608642104864267, 'EX_cpd00060_e': 0.003608642104864267, 'EX_cpd00305_e': 0.003608642104864267}",,,
B. vulgatus_gapfilled_53,,,,"{'EX_cpd00635_e': 0.003608642101057124, 'EX_cpd00023_e': 0.003608642099861621, 'EX_cpd00224_e': 0.0036086421002927125, 'EX_cpd11595_e': 0.003608642101057124, 'EX_cpd01217_e': 0.0036086420988849476, 'EX_cpd00027_e': 0.003608642101057124, 'EX_cpd01171_e': 0.003608642101057124, 'EX_cpd00154_e': 0.0036086421007803923, 'EX_cpd08306_e': 0.003608642101057124, 'EX_cpd00164_e': 0.003608642101057124, 'EX_cpd00309_e': 0.003608642101058235, 'EX_cpd00280_e': 0.003608642101057124, 'EX_cpd00108_e': 0.003608642101057124, 'EX_cpd00159_e': 0.003608642101035411, 'EX_cpd00540_e': 0.003608642101057124, 'EX_cpd11597_e': 0.003608642101057124, 'EX_cpd08305_e': 0.003608642101057124, 'EX_cpd00396_e': 0.003608642101057124, 'EX_cpd00039_e': 0.003608642101057124, 'EX_cpd00011_e': 0.003608642101057124, 'EX_cpd00322_e': 0.003608642101057124, 'EX_cpd00111_e': 0.003608642101057124, 'EX_cpd00028_e': 0.003608642101057124, 'EX_cpd00066_e': 0.003608642101057124, 'EX_cpd01188_e': 0.003608642101057124, 'EX_cpd00357_e': 0.0036086421010354105, 'EX_cpd00136_e': 0.003608642101057124, 'EX_cpd03847_e': 0.003608642101057124, 'EX_cpd01080_e': 0.003608642101057124, 'EX_cpd03422_e': 0.003608642101057124, 'EX_cpd00010_e': 0.003608642101057124, 'EX_cpd00264_e': 0.003608642101057124, 'EX_cpd11606_e': 0.003608642101057124, 'EX_cpd00069_e': 0.003608642101057124, 'EX_cpd00060_e': 0.003608642101057124, 'EX_cpd00305_e': 0.003608642101057124}",,,
B. vulgatus_gapfilled_54,,,,"{'EX_cpd00635_e': 0.0034848113475311497, 'EX_cpd00023_e': 0.003484811347543214, 'EX_cpd00224_e': 0.003484811347812977, 'EX_cpd11595_e': 0.0034848113475311497, 'EX_cpd01217_e': 0.0034848113484828823, 'EX_cpd00027_e': 0.0034848113467160005, 'EX_cpd01171_e': 0.0034848113475311497, 'EX_cpd00154_e': 0.003484811345255414, 'EX_cpd08306_e': 0.0034848113475311497, 'EX_cpd00164_e': 0.0034848113475311497, 'EX_cpd00309_e': 0.0034848113471139344, 'EX_cpd00280_e': 0.0034848113475311497, 'EX_cpd00108_e': 0.0034848113475311497, 'EX_cpd00159_e': 0.0034848113475172532, 'EX_cpd00540_e': 0.0034848113475311497, 'EX_cpd11597_e': 0.0034848113475311497, 'EX_cpd08305_e': 0.0034848113475311497, 'EX_cpd00396_e': 0.0034848113475311497, 'EX_cpd00039_e': 0.0034848113475311497, 'EX_cpd00011_e': 0.0034848113475311497, 'EX_cpd00322_e': 0.0034848113475311497, 'EX_cpd00111_e': 0.0034848113475311497, 'EX_cpd00028_e': 0.0034848113475311497, 'EX_cpd00066_e': 0.0034848113475311497, 'EX_cpd01188_e': 0.0034848113475311497, 'EX_cpd00357_e': 0.003484811347581218, 'EX_cpd00136_e': 0.0034848113475311497, 'EX_cpd03847_e': 0.0034848113475311497, 'EX_cpd01080_e': 0.0034848113475311497, 'EX_cpd03422_e': 0.0034848113475311497, 'EX_cpd00010_e': 0.0034848113475311497, 'EX_cpd00264_e': 0.0034848113475311497, 'EX_cpd11606_e': 0.0034848113475311497, 'EX_cpd00069_e': 0.0034848113475311497, 'EX_cpd00060_e': 0.0034848113475311497, 'EX_cpd00305_e': 0.0034848113475311497}",,,
B. vulgatus_gapfilled_55,,,,"{'EX_cpd00635_e': 0.003484811347782359, 'EX_cpd00023_e': 0.0034848113483360904, 'EX_cpd00224_e': 0.0034848113484521872, 'EX_cpd11595_e': 0.003484811347782359, 'EX_cpd01217_e': 0.0034848113472833652, 'EX_cpd00027_e': 0.003484811347782359, 'EX_cpd01171_e': 0.003484811347782359, 'EX_cpd00154_e': 0.0034848113476452724, 'EX_cpd08306_e': 0.003484811347782359, 'EX_cpd00164_e': 0.003484811347782359, 'EX_cpd00309_e': 0.003484811347782359, 'EX_cpd00280_e': 0.003484811347782359, 'EX_cpd00108_e': 0.003484811347782359, 'EX_cpd00159_e': 0.003484811347371955, 'EX_cpd00540_e': 0.003484811347782359, 'EX_cpd11597_e': 0.003484811347782359, 'EX_cpd08305_e': 0.003484811347782359, 'EX_cpd00396_e': 0.003484811347782359, 'EX_cpd00039_e': 0.003484811347782359, 'EX_cpd00011_e': 0.003484811347782359, 'EX_cpd00322_e': 0.003484811347782359, 'EX_cpd00111_e': 0.003484811347782359, 'EX_cpd00028_e': 0.003484811347782359, 'EX_cpd00066_e': 0.003484811347782359, 'EX_cpd01188_e': 0.003484811347782359, 'EX_cpd00357_e': 0.003484811347371955, 'EX_cpd00136_e': 0.003484811347782359, 'EX_cpd03847_e': 0.003484811347782359, 'EX_cpd01080_e': 0.003484811347782359, 'EX_cpd03422_e': 0.003484811347782359, 'EX_cpd00010_e': 0.003484811347782359, 'EX_cpd00264_e': 0.003484811347782359, 'EX_cpd11606_e': 0.003484811347782359, 'EX_cpd00069_e': 0.003484811347782359, 'EX_cpd00060_e': 0.003484811347782359, 'EX_cpd00305_e': 0.003484811347782359}",,,
B. vulgatus_gapfilled_56,,,,"{'EX_cpd00635_e': 0.0036086421017219768, 'EX_cpd00023_e': 0.0036086421016212973, 'EX_cpd00224_e': 0.003608642101750851, 'EX_cpd11595_e': 0.0036086421017219768, 'EX_cpd01217_e': 0.0036086421016042936, 'EX_cpd00027_e': 0.003608642101986637, 'EX_cpd01171_e': 0.0036086421017219768, 'EX_cpd00154_e': 0.0036086421020480987, 'EX_cpd08306_e': 0.0036086421017219768, 'EX_cpd00164_e': 0.0036086421017219768, 'EX_cpd00309_e': 0.0036086421018876598, 'EX_cpd00280_e': 0.0036086421017219768, 'EX_cpd00108_e': 0.0036086421017219768, 'EX_cpd00159_e': 0.003608642101679234, 'EX_cpd00540_e': 0.0036086421017219768, 'EX_cpd11597_e': 0.0036086421017219768, 'EX_cpd08305_e': 0.0036086421017219768, 'EX_cpd00396_e': 0.0036086421017219768, 'EX_cpd00039_e': 0.0036086421017219768, 'EX_cpd00011_e': 0.0036086421017219768, 'EX_cpd00322_e': 0.0036086421017219768, 'EX_cpd00111_e': 0.0036086421017219768, 'EX_cpd00028_e': 0.0036086421017219768, 'EX_cpd00066_e': 0.0036086421017219768, 'EX_cpd01188_e': 0.0036086421017219768, 'EX_cpd00357_e': 0.0036086421017219768, 'EX_cpd00136_e': 0.0036086421017219768, 'EX_cpd03847_e': 0.0036086421017219768, 'EX_cpd01080_e': 0.0036086421017219768, 'EX_cpd03422_e': 0.0036086421017219768, 'EX_cpd00010_e': 0.0036086421017219768, 'EX_cpd00264_e': 0.0036086421017219768, 'EX_cpd11606_e': 0.0036086421017219768, 'EX_cpd00069_e': 0.0036086421017219768, 'EX_cpd00060_e': 0.0036086421017219768, 'EX_cpd00305_e': 0.0036086421017219768}",,,
B. vulgatus_gapfilled_57,,,,"{'EX_cpd00635_e': 0.0036086421022581035, 'EX_cpd00023_e': 0.0036086421022404453, 'EX_cpd00224_e': 0.0036086421024582203, 'EX_cpd11595_e': 0.0036086421022581035, 'EX_cpd01217_e': 0.0036086421022186346, 'EX_cpd00027_e': 0.0036086421023867918, 'EX_cpd01171_e': 0.0036086421022581035, 'EX_cpd00154_e': 0.0036086421027085344, 'EX_cpd08306_e': 0.0036086421022581035, 'EX_cpd00164_e': 0.0036086421022581035, 'EX_cpd00309_e': 0.003608642102331515, 'EX_cpd00280_e': 0.0036086421022581035, 'EX_cpd00108_e': 0.0036086421022581035, 'EX_cpd00159_e': 0.003608642102301385, 'EX_cpd00540_e': 0.0036086421022581035, 'EX_cpd11597_e': 0.0036086421022581035, 'EX_cpd08305_e': 0.0036086421022581035, 'EX_cpd00396_e': 0.0036086421022581035, 'EX_cpd00039_e': 0.0036086421022581035, 'EX_cpd00011_e': 0.0036086421022581035, 'EX_cpd00322_e': 0.0036086421022581035, 'EX_cpd00111_e': 0.0036086421022581035, 'EX_cpd00028_e': 0.0036086421022581035, 'EX_cpd00066_e': 0.0036086421022581035, 'EX_cpd01188_e': 0.0036086421022581035, 'EX_cpd00357_e': 0.003608642102253579, 'EX_cpd00136_e': 0.0036086421022581035, 'EX_cpd03847_e': 0.0036086421022581035, 'EX_cpd01080_e': 0.0036086421022581035, 'EX_cpd03422_e': 0.0036086421022581035, 'EX_cpd00010_e': 0.0036086421022581035, 'EX_cpd00264_e': 0.0036086421022581035, 'EX_cpd11606_e': 0.0036086421022581035, 'EX_cpd00069_e': 0.0036086421022581035, 'EX_cpd00060_e': 0.0036086421022581035, 'EX_cpd00305_e': 0.0036086421022581035}",,,
B. vulgatus_gapfilled_58,,,,"{'EX_cpd00635_e': 0.0036094959344975456, 'EX_cpd00023_e': 0.0036094959344968877, 'EX_cpd00224_e': 0.00360949593521586, 'EX_cpd11595_e': 0.0036094959344975456, 'EX_cpd01217_e': 0.0036094959344968778, 'EX_cpd00027_e': 0.0036094959343275354, 'EX_cpd01171_e': 0.0036094959344975456, 'EX_cpd00154_e': 0.003609495934915362, 'EX_cpd08306_e': 0.0036094959344975456, 'EX_cpd00164_e': 0.0036094959344975456, 'EX_cpd00309_e': 0.0036094959344503534, 'EX_cpd00280_e': 0.0036094959344975456, 'EX_cpd00108_e': 0.0036094959344975456, 'EX_cpd00159_e': 0.0036094959345038444, 'EX_cpd00540_e': 0.0036094959344975456, 'EX_cpd11597_e': 0.0036094959344975456, 'EX_cpd08305_e': 0.0036094959344975456, 'EX_cpd00396_e': 0.0036094959344975456, 'EX_cpd00039_e': 0.0036094959344975456, 'EX_cpd00011_e': 0.0036094959344975456, 'EX_cpd00322_e': 0.0036094959344975456, 'EX_cpd00111_e': 0.0036094959344975456, 'EX_cpd00028_e': 0.0036094959344975456, 'EX_cpd00066_e': 0.0036094959344975456, 'EX_cpd01188_e': 0.0036094959344975456, 'EX_cpd00357_e': 0.0036094959344975574, 'EX_cpd00136_e': 0.0036094959344975456, 'EX_cpd03847_e': 0.0036094959344975456, 'EX_cpd01080_e': 0.0036094959344975456, 'EX_cpd03422_e': 0.0036094959344975456, 'EX_cpd00010_e': 0.0036094959344975456, 'EX_cpd00264_e': 0.0036094959344975456, 'EX_cpd11606_e': 0.0036094959344975456, 'EX_cpd00069_e': 0.0036094959344975456, 'EX_cpd00060_e': 0.0036094959344975456, 'EX_cpd00305_e': 0.0036094959344975456}",,,
B. vulgatus_gapfilled_59,,,,"{'EX_cpd00635_e': 0.003608642101694664, 'EX_cpd00023_e': 0.0036086421016535445, 'EX_cpd00224_e': 0.003608642101829203, 'EX_cpd11595_e': 0.003608642101694664, 'EX_cpd01217_e': 0.0036086421014133465, 'EX_cpd00027_e': 0.0036086421016792644, 'EX_cpd01171_e': 0.003608642101694664, 'EX_cpd00154_e': 0.0036086421018810986, 'EX_cpd08306_e': 0.003608642101694664, 'EX_cpd00164_e': 0.003608642101694664, 'EX_cpd00309_e': 0.0036086421021697085, 'EX_cpd00280_e': 0.003608642101694664, 'EX_cpd00108_e': 0.003608642101694664, 'EX_cpd00159_e': 0.0036086421016847153, 'EX_cpd00540_e': 0.003608642101694664, 'EX_cpd11597_e': 0.003608642101694664, 'EX_cpd08305_e': 0.003608642101694664, 'EX_cpd00396_e': 0.003608642101694664, 'EX_cpd00039_e': 0.003608642101694664, 'EX_cpd00011_e': 0.003608642101694664, 'EX_cpd00322_e': 0.003608642101694664, 'EX_cpd00111_e': 0.003608642101694664, 'EX_cpd00028_e': 0.003608642101694664, 'EX_cpd00066_e': 0.003608642101694664, 'EX_cpd01188_e': 0.003608642101694664, 'EX_cpd00357_e': 0.0036086421017023527, 'EX_cpd00136_e': 0.003608642101694664, 'EX_cpd03847_e': 0.003608642101694664, 'EX_cpd01080_e': 0.003608642101694664, 'EX_cpd03422_e': 0.003608642101694664, 'EX_cpd00010_e': 0.003608642101694664, 'EX_cpd00264_e': 0.003608642101694664, 'EX_cpd11606_e': 0.003608642101694664, 'EX_cpd00069_e': 0.003608642101694664, 'EX_cpd00060_e': 0.003608642101694664, 'EX_cpd00305_e': 0.003608642101694664}",,,
B. vulgatus_gapfilled_60,,,,"{'EX_cpd00635_e': 0.0036086421015261772, 'EX_cpd00023_e': 0.0036086421016916287, 'EX_cpd00224_e': 0.0036086421011115636, 'EX_cpd11595_e': 0.0036086421015261772, 'EX_cpd01217_e': 0.003608642101667366, 'EX_cpd00027_e': 0.0036086421012323476, 'EX_cpd01171_e': 0.0036086421015261772, 'EX_cpd00154_e': 0.003608642101369171, 'EX_cpd08306_e': 0.0036086421015261772, 'EX_cpd00164_e': 0.0036086421015261772, 'EX_cpd00309_e': 0.0036086421014444887, 'EX_cpd00280_e': 0.003608642101507064, 'EX_cpd00108_e': 0.003608642101507064, 'EX_cpd00159_e': 0.0036086421016426323, 'EX_cpd00540_e': 0.003608642101507064, 'EX_cpd11597_e': 0.003608642101507064, 'EX_cpd08305_e': 0.003608642101507064, 'EX_cpd00396_e': 0.003608642101507064, 'EX_cpd00039_e': 0.003608642101507064, 'EX_cpd00011_e': 0.003608642101507064, 'EX_cpd00322_e': 0.003608642101507064, 'EX_cpd00111_e': 0.003608642101507064, 'EX_cpd00028_e': 0.003608642101507064, 'EX_cpd00066_e': 0.003608642101507064, 'EX_cpd01188_e': 0.003608642101507064, 'EX_cpd00357_e': 0.0036086421017799486, 'EX_cpd00136_e': 0.003608642101507064, 'EX_cpd03847_e': 0.003608642101507064, 'EX_cpd01080_e': 0.003608642101507064, 'EX_cpd03422_e': 0.003608642101507064, 'EX_cpd00010_e': 0.003608642101507064, 'EX_cpd00264_e': 0.003608642101507064, 'EX_cpd11606_e': 0.003608642101507064, 'EX_cpd00069_e': 0.003608642101507064, 'EX_cpd00060_e': 0.003608642101507064, 'EX_cpd00305_e': 0.003608642101507064}",,,
B. vulgatus_gapfilled_61,,,,"{'EX_cpd00635_e': 0.003608642101769161, 'EX_cpd00023_e': 0.0036086421017725557, 'EX_cpd00224_e': 0.0036086421017337577, 'EX_cpd11595_e': 0.003608642101769161, 'EX_cpd01217_e': 0.0036086421017216077, 'EX_cpd00027_e': 0.003608642101840489, 'EX_cpd01171_e': 0.003608642101769161, 'EX_cpd00154_e': 0.0036086421016318614, 'EX_cpd08306_e': 0.003608642101769161, 'EX_cpd00164_e': 0.003608642101769161, 'EX_cpd00309_e': 0.0036086421017308594, 'EX_cpd00280_e': 0.003608642101769161, 'EX_cpd00108_e': 0.003608642101769161, 'EX_cpd00159_e': 0.0036086421017623668, 'EX_cpd00540_e': 0.003608642101769161, 'EX_cpd11597_e': 0.003608642101769161, 'EX_cpd08305_e': 0.003608642101769161, 'EX_cpd00396_e': 0.003608642101769161, 'EX_cpd00039_e': 0.003608642101769161, 'EX_cpd00011_e': 0.003608642101769161, 'EX_cpd00322_e': 0.003608642101769161, 'EX_cpd00111_e': 0.003608642101769161, 'EX_cpd00028_e': 0.003608642101769161, 'EX_cpd00066_e': 0.003608642101769161, 'EX_cpd01188_e': 0.003608642101769161, 'EX_cpd00357_e': 0.0036086421017623676, 'EX_cpd00136_e': 0.003608642101769161, 'EX_cpd03847_e': 0.003608642101769161, 'EX_cpd01080_e': 0.003608642101769161, 'EX_cpd03422_e': 0.003608642101769161, 'EX_cpd00010_e': 0.003608642101769161, 'EX_cpd00264_e': 0.003608642101769161, 'EX_cpd11606_e': 0.003608642101769161, 'EX_cpd00069_e': 0.003608642101769161, 'EX_cpd00060_e': 0.003608642101769161, 'EX_cpd00305_e': 0.003608642101769161}",,,
B. vulgatus_gapfilled_62,,,,"{'EX_cpd00635_e': 0.003484811346283003, 'EX_cpd00023_e': 0.0034848113490068547, 'EX_cpd00224_e': 0.003484811349658142, 'EX_cpd11595_e': 0.003484811346283003, 'EX_cpd01217_e': 0.003484811348920818, 'EX_cpd00027_e': 0.0034848113462813872, 'EX_cpd01171_e': 0.003484811346283003, 'EX_cpd00154_e': 0.003484811346217853, 'EX_cpd08306_e': 0.003484811346283003, 'EX_cpd00164_e': 0.003484811346283003, 'EX_cpd00309_e': 0.0034848113464434017, 'EX_cpd00280_e': 0.003484811346283003, 'EX_cpd00108_e': 0.003484811346283003, 'EX_cpd00159_e': 0.0034848113472913302, 'EX_cpd00540_e': 0.003484811346283003, 'EX_cpd11597_e': 0.003484811346283003, 'EX_cpd08305_e': 0.003484811346283003, 'EX_cpd00396_e': 0.003484811346283003, 'EX_cpd00039_e': 0.003484811346283003, 'EX_cpd00011_e': 0.003484811346283003, 'EX_cpd00322_e': 0.003484811346283003, 'EX_cpd00111_e': 0.003484811346283003, 'EX_cpd00028_e': 0.003484811346283003, 'EX_cpd00066_e': 0.003484811346283003, 'EX_cpd01188_e': 0.003484811346283003, 'EX_cpd00357_e': 0.0034848113473102816, 'EX_cpd00136_e': 0.003484811346283003, 'EX_cpd03847_e': 0.003484811346283003, 'EX_cpd01080_e': 0.003484811346283003, 'EX_cpd03422_e': 0.003484811346283003, 'EX_cpd00010_e': 0.003484811346283003, 'EX_cpd00264_e': 0.003484811346283003, 'EX_cpd11606_e': 0.003484811346283003, 'EX_cpd00069_e': 0.003484811346283003, 'EX_cpd00060_e': 0.003484811346283003, 'EX_cpd00305_e': 0.003484811346283003}",,,
